,T1001,T1003,T1005,T1007,T1008,T1010,T1011,T1012,T1014,T1016,T1018,T1021,T1025,T1027,T1029,T1030,T1033,T1036,T1037,T1039,T1040,T1041,T1046,T1047,T1048,T1049,T1052,T1053,T1055,T1056,T1057,T1059,T1068,T1069,T1070,T1071,T1072,T1074,T1078,T1080,T1082,T1083,T1087,T1090,T1091,T1092,T1095,T1098,T1102,T1104,T1105,T1106,T1110,T1111,T1112,T1113,T1114,T1115,T1119,T1120,T1123,T1124,T1125,T1127,T1129,T1132,T1133,T1134,T1135,T1136,T1137,T1140,T1176,T1185,T1187,T1189,T1190,T1195,T1197,T1199,T1200,T1201,T1202,T1203,T1204,T1205,T1207,T1210,T1213,T1216,T1217,T1218,T1219,T1220,T1221,T1222,T1480,T1482,T1484,T1485,T1486,T1491,T1497,T1505,T1518,T1528,T1530,T1534,T1539,T1542,T1543,T1546,T1547,T1548,T1550,T1552,T1553,T1554,T1555,T1556,T1557,T1558,T1559,T1560,T1562,T1563,T1564,T1565,T1566,T1567,T1568,T1569,T1570,T1571,T1572,T1573,T1574,T1583,T1584,T1585,T1586,T1587,T1588,T1589,T1590,T1591,T1592,T1594,T1595,T1598,T1601,T1606
T1189,0.060110279,0.058842538,0.04710366,0.093903205,0.064111306,0.034889739,0,0.030621142,0.050090916,0.05636645,0.05829008,0.057727616,0.059602927,0.063523539,0.039938311,0.01338435,0.050411131,0.052632121,0.040963092,0.045636877,0.043223836,0.056400234,0.062993887,0.068432925,0.05244966,0.058604202,0.041846223,0.051907249,0.062410798,0.070957462,0.05246869,0.067900023,0,0.068793518,0.051455695,0.063159209,0.092001288,0.04572735,0.050053606,0.044933092,0.057807117,0.052071706,0.061837278,0.061563832,0.060805634,0.053116968,0.063530909,0.012223281,0.059473407,0.110253149,0.058778062,0.066922283,0.05238704,0,0.047266011,0.072421996,0.025547284,0,0.079577943,0.056025577,0.04054327,0.078317193,0,0,0.060399636,0.054548941,0.056885258,0.057639275,0.070991738,0.0455104,0,0.06217857,0,0.054145041,0.042022066,0.061554345,0.061341814,0.100274249,0.057773275,0.027878483,0,0.092001288,0,0.085838632,0.054793073,0,0,0.054610835,0,0,0.024377817,0.055568091,0.046855152,0.038555105,0.059277348,0.074901093,0,0.079901116,0.092001288,0.047610209,0.054922616,0,0.066641267,0.056618802,0.069517597,0,0,0,0,0.054419346,0.05317135,0.045234372,0.036133901,0.05712428,0.048929376,0.051681161,0.05655494,0.043184789,0.050134195,0.072180755,0.082373264,0.062652844,0.07425921,0.057277555,0.059405764,0,0.065712803,0.0540767,0.049277916,0.057722905,0.054509194,0.066124716,0.070288232,0.090309833,0.056411003,0.060970889,0.06110614,0.060165509,0,0.030010928,0,0.073816751,0.049719643,0.052321185,0,0,0,0,0,0.030054988,0,0
T1190,0.053947717,0.053600899,0.045945529,0.081636762,0.054772039,0.02925164,0,0.027581629,0.044893747,0.051637702,0.051758594,0.052476732,0.056498743,0.056515491,0.042433564,0.014543916,0.0454462,0.04779473,0.034343554,0.045355609,0.039828755,0.051041999,0.054841688,0.05963914,0.048312048,0.051572431,0.044417887,0.045975062,0.055444291,0.063439981,0.046907685,0.059189999,0,0.057676649,0.047294034,0.056142816,0.077134098,0.043261925,0.047512873,0.044499239,0.05180482,0.048536813,0.054708587,0.053611562,0.054869668,0.044533392,0.056716094,0.013282256,0.053536231,0.092436502,0.053290874,0.060136891,0.048020513,0,0.042043974,0.066485118,0.027155596,0,0.072981061,0.051293989,0.042549569,0.072447932,0,0,0.05388949,0.048796936,0.05211154,0.048324905,0.064314093,0.040083712,0,0.056717347,0,0.04985607,0.044101543,0.054504751,0.051998354,0.084070168,0.048437251,0.025190801,0,0.077134098,0,0.078912694,0.052007899,0,0,0.049351505,0,0,0.026489812,0.049170682,0.039283471,0.040463018,0.055403599,0.069836066,0,0.071969979,0.077134098,0.049966218,0.0515032,0,0.059532697,0.049674516,0.061053915,0,0,0,0,0.045625309,0.048208811,0.04128882,0.03327362,0.051443407,0.044865801,0.048054717,0.051661447,0.045321804,0.046726898,0.065295108,0.074196737,0.052528293,0.066640706,0.053897033,0.052173705,0,0.059733404,0.048979882,0.048196654,0.051766461,0.047865618,0.057334316,0.06404439,0.079389645,0.050159759,0.054374057,0.055100359,0.054506659,0,0.031885942,0,0.061888139,0.044325538,0.049599181,0,0,0,0,0,0.032086442,0,0
T1195,0.047819576,0.047516074,0.041569064,0.070598655,0.047813772,0.024932736,0,0.024231707,0.041965058,0.04561339,0.045690474,0.046231184,0.050591842,0.049403911,0.039453614,0.013556496,0.039900081,0.042302032,0.029272846,0.042168663,0.035804053,0.045516905,0.048010734,0.051960446,0.042768044,0.045392882,0.041294094,0.040238094,0.048599859,0.055772132,0.041062485,0.051546945,0,0.04916089,0.042003901,0.049538678,0.065745514,0.038976372,0.042562416,0.041376196,0.045732396,0.043363723,0.048036105,0.047023821,0.048240609,0.03795819,0.05019436,0.012380494,0.047517666,0.07878857,0.047277703,0.052782755,0.042758778,0,0.036750712,0.058802128,0.025249839,0,0.064979421,0.045356338,0.039506173,0.064267724,0,0,0.047163013,0.043343623,0.046038951,0.041189899,0.057417503,0.034838487,0,0.050048665,0,0.044183226,0.040947141,0.047794459,0.044950238,0.071657497,0.041285657,0.023480541,0,0.065745514,0,0.06989009,0.046568207,0,0,0.043767907,0,0,0.024691358,0.042888095,0.033483401,0.037568865,0.049382716,0.062188955,0,0.063228877,0.065745514,0.046392339,0.045963816,0,0.05212827,0.043110121,0.05328477,0,0,0,0,0.038888889,0.042439119,0.036441372,0.029479245,0.045166591,0.039696073,0.042964595,0.045605121,0.042080122,0.041604449,0.058051318,0.065185185,0.044772671,0.05845972,0.048126021,0.045624852,0,0.05282754,0.043126482,0.043601052,0.045399293,0.041554266,0.04978955,0.057225396,0.069580106,0.04383801,0.048103504,0.048398057,0.047937306,0,0.029646711,0,0.052750568,0.038702872,0.044376084,0,0,0,0,0,0.029849266,0,0
T1197,0.045931863,0.046964344,0.028144772,0.09439205,0.055644305,0.040070468,0,0.027756319,0.042648686,0.046263342,0.046647404,0.049431001,0.042207891,0.060308541,0.00854102,0,0.044524909,0.042882613,0.047045646,0.009283697,0.026308696,0.039052211,0.055049771,0.064705704,0.042056785,0.048163951,0.009327824,0.047781122,0.056519776,0.062300925,0.048328524,0.064665493,0,0.079008573,0.040687803,0.051123334,0.105662433,0.028894648,0.035057184,0.008786797,0.047519022,0.038090461,0.05383208,0.052142008,0.054729646,0.061004234,0.049249169,0,0.044678194,0.126624488,0.045565124,0.061214779,0.039016925,0,0.044903154,0.059542268,0.005355625,0,0.059452834,0.047562638,0.013333333,0.062276063,0,0,0.05674762,0.039568334,0.04688498,0.066198052,0.048093236,0.043349465,0,0.052829501,0,0.044864196,0.01381966,0.054899053,0.060421993,0.115163834,0.066351949,0,0,0.105662433,0,0.071616217,0.037895035,0,0,0.0421962,0,0,0,0.05379256,0.053812609,0.012679492,0.045925926,0.058691796,0,0.072425804,0.105662433,0.015657415,0.041892897,0,0.062323248,0.054823474,0.065365067,0,0,0,0,0.0625,0.046323739,0.038266318,0.029703547,0.051186739,0.041271558,0.036913937,0.047566797,0.014202041,0.039350998,0.053229956,0.074666667,0.071956078,0.068272354,0.042032775,0.054153149,0,0.054477038,0.04796541,0.027741399,0.053203013,0.052586596,0.064745978,0.047617484,0.079598873,0.053664179,0.047457063,0.054368087,0.051808983,0,0.006417996,0,0.084777698,0.044885923,0.036063442,0,0,0,0,0,0.005066929,0,0
T1199,0.055861669,0.044568251,0.052802364,0.058448974,0.056760388,0.006678411,0,0.015695538,0.050127471,0.05063272,0.051449808,0.044255838,0.055641004,0.028940648,0.084143878,0.048803387,0.038045699,0.038267174,0.007840941,0.088884354,0.053049937,0.061307982,0.048871786,0.039019917,0.048141314,0.050843657,0.08543682,0.029016547,0.036541362,0.044723625,0.0321656,0.037331665,0,0.013168096,0.037629058,0.053780253,0.017610406,0.046719253,0.048618584,0.08939935,0.044790919,0.042844652,0.043563279,0.052315927,0.031681007,0.010167372,0.058794569,0.044569777,0.056501351,0.021104081,0.049724875,0.033568013,0.045784508,0,0.021494977,0.058224553,0.054600187,0,0.068826146,0.032991374,0.051851852,0.065495127,0,0,0.028307067,0.057518724,0.048849387,0.011033009,0.079759357,0.035540663,0,0.044632819,0,0.03334614,0.053743123,0.039424561,0.036545923,0.019193973,0.011058658,0.084529946,0,0.017610406,0,0.052213778,0.059056002,0,0,0.047507242,0,0,0.088888889,0.023940514,0.008968768,0.049309135,0.040740741,0.050601528,0,0.040955068,0.017610406,0.060889945,0.038622355,0,0.031615226,0.041529101,0.037981875,0,0,0,0,0.010416667,0.036523303,0.033320214,0.024963706,0.036702569,0.029166682,0.045689691,0.043310965,0.05523016,0.03378157,0.069527555,0.042222222,0.01199268,0.036788599,0.052267147,0.037221475,0,0.044813054,0.029114085,0.070013277,0.028418864,0.040565817,0.033160005,0.076867226,0.063787111,0.025556688,0.056210455,0.040931197,0.050264317,0,0.063228409,0,0.014129617,0.046266858,0.060367631,0,0,0,0,0,0.073114842,0,0
T1200,0.033799254,0.014681979,0.018916661,0.045768177,0.050878219,0,0,0,0.035477075,0.031020393,0.03295972,0.021898652,0.019034938,0,0.054566573,0.052289343,0.021554854,0.012056289,0,0.056551166,0.034086335,0.040415595,0.03419885,0.01848497,0.028280111,0.03509933,0.052673516,0.008336663,0.011058132,0.014001408,0.012728676,0.016443384,0,0,0.008275767,0.032755901,0,0.016338746,0.01877086,0.059173366,0.021428654,0.010034031,0.022010762,0.039229073,0,0,0.037418729,0.047753333,0.03396867,0,0.02309638,0,0.018985202,0,0,0.026308733,0.036185098,0,0.027661625,0,0,0.027898878,0,0,0,0.040590872,0.027280758,0,0.053784414,0.030338306,0,0.01633827,0,0,0,0.016490179,0.028366704,0,0,0.090567799,0,0,0,0,0.031058057,0,0,0.024231961,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0.034705559,0.013492366,0,0,0,0,0,0.013724887,0.013158626,0.004847286,0.013424095,0,0.014854383,0.019052251,0,0,0.040324839,0,0,0,0.01980871,0.017705546,0,0.010805076,0,0.045108896,0,0.034072912,0.013927663,0.048068999,0.035762114,0,0.036010505,0.016701148,0.031978047,0,0.041003073,0,0,0.04155629,0.037373072,0,0,0,0,0,0.057225127,0,0
T1201,0.071032149,0.077417,0.059675382,0.118664291,0.06995284,0.050374303,0,0.043723283,0.06151819,0.069302702,0.068942433,0.074568168,0.077661346,0.090883528,0.036095976,0,0.064355142,0.069757,0.059143097,0.039234671,0.04651526,0.062716599,0.075409502,0.09010495,0.064626486,0.068570945,0.039421161,0.07065428,0.084454409,0.095288997,0.070511771,0.090233017,0,0.099325064,0.069595114,0.075984905,0.132832772,0.057585371,0.064217652,0.037134676,0.073195434,0.069526435,0.078879977,0.07114294,0.086797592,0.076691037,0.074406288,0,0.070006891,0.15918507,0.073692869,0.09559336,0.066249008,0,0.067625712,0.093794262,0.022633889,0,0.101142932,0.079785658,0.056349206,0.101483175,0,0,0.08637496,0.060143816,0.071363139,0.083220409,0.077645561,0.05449647,0,0.082829044,0,0.07703505,0.058404516,0.080888152,0.075959077,0.144777392,0.083413879,0,0,0.132832772,0,0.122159541,0.066585877,0,0,0.067291203,0,0,0,0.079569879,0.067650138,0.053585948,0.084126984,0.106343882,0,0.114089118,0.132832772,0.066171216,0.077903311,0,0.095281851,0.068920939,0.093735089,0,0,0,0,0.078571429,0.070992277,0.05980073,0.049696459,0.076826188,0.069662441,0.066884499,0.073837829,0.060020531,0.071184433,0.085279172,0.117619047,0.09045907,0.106096404,0.074197252,0.077387491,0,0.08894431,0.077145717,0.05345074,0.082479288,0.066108864,0.088868853,0.079058796,0.113741076,0.080714702,0.071378764,0.081335952,0.074530303,0,0.027123674,0,0.106577678,0.056428018,0.060871639,0,0,0,0,0,0.021413806,0,0
T1202,0.126008503,0.147763219,0.141036279,0.15102728,0.089030887,0.064112749,0,0.079303769,0.099468452,0.118057483,0.115340187,0.128197055,0.164748972,0.156037011,0.113880263,0,0.104360482,0.131239395,0.075273033,0.123782624,0.095213051,0.116317656,0.112597422,0.138150149,0.11374565,0.108764253,0.124370986,0.118286752,0.143390752,0.166736398,0.115879878,0.138791689,0,0.126413718,0.137991938,0.128095916,0.169059892,0.130251152,0.135705228,0.117157288,0.129211872,0.146468589,0.130413626,0.105530051,0.158680047,0.097606775,0.12816975,0,0.126179268,0.202599181,0.137758571,0.171597438,0.130396174,0,0.116011435,0.170120767,0.071408328,0,0.199463084,0.155108776,0.177777778,0.191298815,0,0,0.150213151,0.104411966,0.12410636,0.105916884,0.144864259,0.069359144,0,0.149396651,0,0.153327268,0.184262135,0.134756047,0.096675189,0.184262135,0.106163118,0,0,0.169059892,0,0.241551008,0.13550606,0,0,0.123806741,0,0,0,0.133273147,0.086100175,0.169059892,0.177777778,0.222579881,0,0.20693087,0.169059892,0.208765527,0.166766117,0,0.166632976,0.087717558,0.15027525,0,0,0,0,0.1,0.124531062,0.107441428,0.096350644,0.131207018,0.136291872,0.139990599,0.131589635,0.189360547,0.148775217,0.15773051,0.213333334,0.115129726,0.189333755,0.151649078,0.123434104,0,0.168014434,0.143319466,0.117795811,0.146756434,0.084138553,0.133129592,0.152051578,0.181395952,0.138229751,0.122241283,0.138314039,0.120038177,0,0.085573282,0,0.135644318,0.071817477,0.119093007,0,0,0,0,0,0.067559051,0,0
T1203,0.060557022,0.073916925,0.08315477,0.044296394,0.02815536,0.017143702,0,0.037134304,0.04247913,0.054321765,0.052239993,0.058568439,0.090058763,0.069130423,0.08086208,0.004469175,0.044867379,0.064712339,0.020127954,0.08765746,0.052621508,0.059132207,0.044223522,0.05432524,0.054038662,0.046554974,0.087719715,0.051440393,0.063462918,0.076391654,0.049673661,0.054644518,0,0.033802935,0.070880344,0.058187149,0.045206491,0.075200917,0.074234536,0.083448509,0.060659354,0.079063811,0.056968105,0.04166125,0.074892979,0.02609998,0.060007982,0.004081481,0.061610774,0.054174872,0.06841583,0.079507098,0.067517581,0,0.051182797,0.08232143,0.050872674,0,0.103329815,0.077542427,0.118952652,0.095378051,0,0,0.067290012,0.050151845,0.057926811,0.028322097,0.074335972,0.021139602,0,0.07095711,0,0.078223706,0.123291392,0.058860387,0.028275379,0.04927156,0.02838794,0.007740838,0,0.045206491,0,0.122548583,0.073067838,0,0,0.060873934,0,0,0.008140008,0.057185679,0.023023124,0.113119439,0.095147651,0.118255376,0,0.096896201,0.045206491,0.139686824,0.090122098,0,0.075103784,0.026421898,0.062194142,0,0,0,0,0.026739927,0.057485545,0.050951165,0.0484664,0.058740634,0.068515994,0.075645783,0.062142581,0.126702784,0.078955268,0.078747534,0.09989418,0.030785604,0.087191474,0.080769954,0.051313249,0,0.082758034,0.068714119,0.06886456,0.067376652,0.025410802,0.050271994,0.079397763,0.07622932,0.060867469,0.056904999,0.061841811,0.051786986,0,0.060762361,0,0.036271191,0.02275576,0.063064143,0,0,0,0,0,0.050095383,0,0
T1204,0.070818486,0.072345233,0.082655395,0.062986232,0.051597439,0.014984075,0,0.032434421,0.047189996,0.06390047,0.06311143,0.062771909,0.088746432,0.060540797,0.099705284,0.0317848,0.050624569,0.062914118,0.017592394,0.106697249,0.064078889,0.073112167,0.056772101,0.05726216,0.062198388,0.059282832,0.104683925,0.049354731,0.061298881,0.074150832,0.050141624,0.056458161,0,0.02954471,0.06629392,0.068197802,0.039511737,0.074770009,0.074786677,0.104420238,0.064347628,0.074370908,0.061435664,0.057201552,0.065413725,0.022812112,0.072259928,0.029027523,0.07182796,0.047350353,0.072004007,0.069444992,0.069036874,0,0.04470735,0.086141669,0.06371699,0,0.104915771,0.067724438,0.103869313,0.098099512,0,0,0.058775892,0.065360604,0.065065141,0.024754305,0.093500173,0.034564397,0,0.070641458,0,0.068318296,0.107657895,0.060160455,0.039755766,0.043064721,0.024811853,0.055052889,0,0.039511737,0,0.107030843,0.080297248,0,0,0.066019753,0,0,0.057891793,0.049952122,0.020122854,0.098775759,0.083095953,0.103277382,0,0.084632586,0.039511737,0.121974367,0.078706353,0,0.065600619,0.041497139,0.061485343,0,0,0,0,0.023371443,0.057490222,0.051481361,0.044900625,0.058428398,0.0598406,0.073942489,0.0643824,0.110636718,0.06895501,0.090165251,0.087251127,0.026907479,0.076157288,0.081046151,0.054214916,0,0.078011578,0.060016089,0.084140505,0.058850222,0.040277932,0.051306067,0.094874922,0.085556419,0.053166854,0.068803012,0.062875398,0.062197173,0,0.074921749,0,0.031702035,0.041934517,0.074930842,0,0,0,0,0,0.074257466,0,0
T1205,0.101303808,0.093840846,0.094471811,0.126675649,0.098573337,0.034346115,0,0.042484162,0.072298778,0.094265473,0.094749106,0.090575646,0.107293316,0.083591256,0.115573856,0.052289343,0.077462255,0.082363107,0.040324839,0.122863286,0.085093327,0.102728625,0.094518898,0.092493978,0.08921528,0.093365894,0.11930083,0.071704566,0.087874606,0.103324478,0.074807182,0.090796075,0,0.067721634,0.082200019,0.101378713,0.090567799,0.086116149,0.091470089,0.121936199,0.0906493,0.088499347,0.091875204,0.095763029,0.085007168,0.052289343,0.106081095,0.047753333,0.101564707,0.108535275,0.096895614,0.091927199,0.088840295,0,0.062148983,0.117444858,0.074439559,0,0.134516849,0.083093987,0.095238095,0.130380385,0,0,0.080471331,0.096525854,0.093766307,0.056741188,0.131390267,0.06749499,0,0.09637219,0,0.082139608,0.098711858,0.088680918,0.080156984,0.098711858,0.056873099,0.090567799,0,0.090567799,0,0.129402325,0.103650589,0,0,0.090557001,0,0,0.095238095,0.071396329,0.046125094,0.090567799,0.095238095,0.119239222,0,0.110855823,0.090567799,0.111838675,0.089338992,0,0.089267666,0.081697108,0.093996964,0,0,0,0,0.053571429,0.080437956,0.070716534,0.056463702,0.083713569,0.073013503,0.089849347,0.089546698,0.10144315,0.079701009,0.124823327,0.114285714,0.061676639,0.101428797,0.101049288,0.083830959,0,0.100812809,0.076778285,0.108213794,0.078619518,0.079147137,0.085247087,0.129525201,0.132938517,0.074051652,0.101496907,0.090797955,0.096284213,0,0.086845903,0,0.072666599,0.080029938,0.101172897,0,0,0,0,0,0.093417476,0,0
T1207,0.157510628,0.184704024,0.176295348,0.1887841,0.111288609,0.080140936,0,0.099129711,0.124335565,0.147571853,0.144175234,0.160246319,0.205936214,0.195046264,0.142350328,0,0.130450603,0.164049243,0.094091291,0.15472828,0.119016314,0.14539707,0.140746778,0.172687686,0.142182063,0.135955317,0.155463732,0.14785844,0.17923844,0.208420497,0.144849847,0.173489612,0,0.158017147,0.172489922,0.160119895,0.211324865,0.16281394,0.169631534,0.146446609,0.16151484,0.183085736,0.163017032,0.131912563,0.198350058,0.122008468,0.160212187,0,0.157724085,0.253248976,0.172198213,0.214496798,0.162995217,0,0.145014293,0.212650958,0.089260409,0,0.249328855,0.19388597,0.222222222,0.239123518,0,0,0.187766439,0.130514957,0.155132949,0.132396104,0.181080323,0.08669893,0,0.186745813,0,0.191659085,0.230327669,0.168445059,0.120843986,0.230327669,0.132703898,0,0,0.211324865,0,0.301938759,0.169382575,0,0,0.154758426,0,0,0,0.166591434,0.107625219,0.211324865,0.222222222,0.278224851,0,0.258663587,0.211324865,0.260956909,0.208457647,0,0.20829122,0.109646948,0.187844062,0,0,0,0,0.125,0.155663827,0.134301785,0.120438305,0.164008772,0.17036484,0.174988248,0.164487043,0.236700684,0.185969021,0.197163137,0.266666667,0.143912157,0.236667193,0.189561348,0.15429263,0,0.210018043,0.179149332,0.147244763,0.183445543,0.105173192,0.166411989,0.190064472,0.22674494,0.172787189,0.152801604,0.172892549,0.150047721,0,0.106966603,0,0.169555397,0.089771846,0.148866258,0,0,0,0,0,0.084448813,0,0
T1210,0.069527272,0.073213362,0.076589957,0.07442364,0.053697532,0.02360614,0,0.035336033,0.055054923,0.063965722,0.063176552,0.064840908,0.085582628,0.067924041,0.081987653,0.02149673,0.053111471,0.064292448,0.027715326,0.087982073,0.058412297,0.068910725,0.059829433,0.064554539,0.061676917,0.060051712,0.086695617,0.054337845,0.066655902,0.078940689,0.054679928,0.064075574,0,0.046545187,0.067029629,0.06877322,0.062247392,0.069451354,0.071684538,0.085595308,0.065737813,0.073095158,0.064854553,0.058870519,0.070931838,0.035938549,0.071257693,0.019631926,0.070042593,0.074596467,0.071623175,0.076134893,0.067769983,0,0.050482452,0.086617923,0.052219736,0,0.103163349,0.071005532,0.092970521,0.098024593,0,0,0.065757484,0.062360108,0.065544367,0.038998308,0.087393936,0.038010263,0,0.073132602,0,0.070795581,0.096361576,0.0646473,0.047257409,0.067844817,0.039088971,0.037233429,0,0.062247392,0,0.111267235,0.075829052,0,0,0.065447315,0,0,0.039153439,0.057372564,0.03170185,0.088411423,0.083799446,0.104582488,0,0.092203891,0.062247392,0.109175849,0.078943243,0,0.073122006,0.046565207,0.068913309,0,0,0,0,0.036819728,0.060360388,0.053096993,0.04605546,0.062500494,0.062538167,0.07188348,0.066041057,0.099027837,0.069870311,0.08741521,0.095056689,0.042390452,0.08379867,0.078822841,0.059196986,0,0.080523501,0.06447807,0.074827098,0.064874213,0.044987339,0.059938147,0.08908849,0.090995091,0.060105394,0.067957568,0.06681921,0.063876585,0,0.061608153,0,0.049943869,0.043527252,0.070010871,0,0,0,0,0,0.058856511,0,0
T1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
