,T1001,T1003,T1005,T1007,T1008,T1010,T1012,T1014,T1016,T1018,T1021,T1025,T1027,T1029,T1030,T1033,T1036,T1037,T1039,T1040,T1041,T1046,T1047,T1048,T1049,T1052,T1053,T1055,T1056,T1057,T1059,T1068,T1069,T1070,T1071,T1074,T1078,T1080,T1082,T1083,T1087,T1090,T1091,T1092,T1095,T1102,T1104,T1105,T1106,T1110,T1112,T1113,T1114,T1115,T1119,T1120,T1123,T1124,T1125,T1129,T1132,T1133,T1134,T1135,T1136,T1137,T1140,T1176,T1185,T1189,T1190,T1195,T1197,T1201,T1203,T1204,T1210,T1217,T1218,T1219,T1221,T1222,T1480,T1482,T1484,T1485,T1486,T1497,T1505,T1518,T1542,T1543,T1546,T1547,T1548,T1550,T1552,T1553,T1554,T1555,T1556,T1557,T1558,T1559,T1560,T1562,T1564,T1565,T1566,T1567,T1568,T1569,T1570,T1571,T1572,T1573,T1574,T1583,T1584,T1585,T1587,T1588,T1589,T1598
T1113,0.666211238,1.041734421,0.952830533,0.596428639,0.696457546,0.805830116,0.541079979,0.548216637,0.612034066,0.681788322,0.936081627,0.587748792,0.977557876,0.492518628,0.323284823,0.94276279,0.791149749,0.364864865,0.118734119,0.549366267,0.683512349,0.719604156,1.012738687,0.648043221,0.705972389,0.108108108,0.709004867,0.672009555,0.837023689,0.742955162,1.975647048,0.368056085,0.851787747,1.312333096,1.605179465,0.667602607,0.696460002,0.504290938,0.790915789,0.841813335,0.797028807,0.703381123,0.819815693,0.72972973,0.709730048,0.585874757,0.748686186,1.680153754,0.946051876,0.59272542,0.509775747,0.846160395,0.542328528,0.856467501,0.568279139,0.712636229,0.681991382,0.581646433,0.788024685,0.605467005,0.600710992,0.868448156,0.864732397,0.545463854,0.739260868,0.891891892,0.990133484,0.833976834,0.163894664,0.686189733,0.542555688,0.896989894,0.875675676,0.72972973,0.593332486,0.903681497,0.342760147,0.060810811,1.781473541,0.726729549,0.480363266,0.626045109,0.81081081,0.689189189,0.81081081,0.763577864,0.605908631,0.660322123,0.785701111,0.793905551,0.491377891,0.997341738,0.544298663,0.658048156,0.674220883,1.53846629,0.763368414,0.762295719,0.778378378,0.847323333,0.441484152,0.661678571,0.898128898,0.681931443,0.809920477,0.702067524,0.79715367,0.656644144,0.697567863,0.733590734,0.566666667,0.743804205,0.424973381,1.087024509,0.658783784,1.204229967,0.859599488,0.867634719,0.856869369,0.405405405,0.851351351,0.441242683,0.563591476,0.31744017
T1114,0.96910725,1.438584631,1.26190066,0.713203379,1.040658602,0.954497354,0.591202008,0.674603175,0.848496235,0.923813791,1.21407204,0.804487179,1.129455801,0.763636364,0.613247863,1.133111253,1.008272986,0.361111111,0.512820513,0.821600399,1.435483681,0.891185759,1.139727326,0.919871795,0.965752771,0.363636364,0.709699867,0.770653134,0.979646049,0.763224398,2.70031676,0.411103863,0.846696901,1.748435633,3.494852225,0.913845288,0.917741402,0.740342017,0.989468661,1.112787627,1.067644352,0.91665949,0.908262429,0.722222222,1.083295668,0.911612107,0.851080247,2.665127559,1.161631944,0.786547467,0.537956767,1.018071061,0.846825397,0.911904762,0.739489314,0.856635802,0.737485881,0.654464742,0.869684499,0.762345679,1.135143462,1.138384984,0.89962963,0.939917281,0.759760301,0.88271605,1.246566106,0.825396825,0.505050505,0.776007741,0.653608737,0.875420875,0.866666667,0.722222222,0.754817317,1.547518554,0.440251572,0.416666667,1.931575879,0.895321637,0.666081101,0.818063678,0.802469135,0.800925926,0.802469135,1.013932981,0.801783769,0.770855355,0.887132822,0.873842805,0.617213323,1.140435292,0.708068338,0.814073256,0.743628312,1.691504997,0.984348093,0.867821869,0.77037037,1.060506443,0.626455026,0.779835391,0.888888889,0.759081901,1.123007856,0.814062317,0.954071774,0.762962963,1.90443171,0.862433862,0.896666667,0.822612086,0.687815976,1.695172701,0.844444445,2.747019324,1.013677928,1.199745824,0.842592593,0.638888889,0.842592593,0.712597466,0.824074074,0.705513784
T1115,0.643310799,0.914409006,0.858840901,0.599461988,0.69484767,0.817809524,0.528788157,0.548544973,0.601407147,0.657728495,0.895167756,0.568482906,0.952840356,0.482765151,0.307692308,0.922348304,0.728703741,0.375,0.092307692,0.543259804,0.603107105,0.723385013,1.005614923,0.636858974,0.692582948,0.087878788,0.696214088,0.667209121,0.812386772,0.740072248,1.870953187,0.360575669,0.858054422,1.164948741,1.439171801,0.61900834,0.652232143,0.48791866,0.737497483,0.768674515,0.755310559,0.708631015,0.803744369,0.75,0.687259887,0.568332441,0.764351852,1.469175675,0.89046875,0.565376756,0.505651549,0.830239234,0.53,0.852008929,0.550913282,0.693055555,0.690008026,0.570568958,0.794444445,0.594444444,0.574368603,0.846371882,0.873,0.517253521,0.749386724,0.916666667,0.945907559,0.857142857,0.124242424,0.690944492,0.536912393,0.909090909,0.9,0.75,0.55923048,0.800490662,0.341509434,0.05,1.725799601,0.727894737,0.461067194,0.602631579,0.833333333,0.704166667,0.833333333,0.729761905,0.580925245,0.652375957,0.796048851,0.799686257,0.477765065,0.974256577,0.516522366,0.613992784,0.681400195,1.552777778,0.721576064,0.764301587,0.8,0.787795621,0.432142857,0.655555555,0.923076923,0.686012855,0.761356421,0.685641016,0.765417529,0.659375,0.597396403,0.733333333,0.567666667,0.742476383,0.411391978,1.011512395,0.666904762,1.115060817,0.83407346,0.860326797,0.875,0.408333333,0.875,0.434173977,0.556944444,0.295739348
T1119,0.901580314,1.946546949,1.944724304,0.715351557,0.876370134,0.853820598,0.685045575,0.730921619,0.802021401,1.002632355,1.363858103,0.911598092,1.255649827,0.698238196,0.544275492,1.207689345,1.232982606,0.375,0.357781753,0.751667237,1.22428831,0.848777117,1.22214338,0.854787816,0.876772237,0.350951374,1.097373156,0.868872151,1.155845719,0.912188128,2.835055191,0.50971647,0.924119601,2.548340589,2.4937171,1.129547054,1.159001246,0.733754312,1.378280939,1.485413847,1.193555299,0.774481033,1.065439713,0.75,1.028755748,0.806449438,0.797911283,3.665051164,1.520821221,0.880816181,0.606238091,1.134989429,0.772508306,1.021345515,0.892586395,1.051937984,0.844805704,0.892172283,0.968130922,0.899224806,0.854758941,1.088430101,0.892906977,0.787361117,0.834302325,0.916666667,1.424684513,0.857142857,0.507399577,0.786754197,0.694692904,0.909090909,0.9,0.75,0.979494029,1.670524231,0.46531722,0.174418605,2.326644817,0.954729848,0.772497472,1.02121583,0.833333333,0.745639535,0.833333333,1.274307863,1.002056259,0.892168986,0.830200815,0.992514646,0.759964877,1.304449058,0.79139121,1.026611913,0.778803101,1.931339978,1.227401614,0.886548542,0.8,1.356663838,0.687209302,0.888242894,0.923076923,0.851992528,1.383177288,0.90149828,1.168729838,0.85,1.178440746,1.028239202,0.659496124,0.890847796,0.675361143,1.775674925,0.720930233,1.945158112,1.124032613,1.061620307,0.875,0.49127907,0.875,0.599823201,0.713824289,0.530424899
T1120,0.810763845,1.773438756,1.617299478,0.615889724,0.763308852,0.813367347,0.64338697,0.634750567,0.700977506,0.830994898,1.209473535,0.839629121,1.200674951,0.602191558,0.431318681,1.073582861,1.126239195,0.375,0.208791209,0.65519958,0.963857749,0.771871539,1.125384996,0.771978022,0.772854957,0.198051948,0.843559932,0.822052434,1.077704461,0.806231556,2.53046784,0.471886357,0.887973761,2.240600151,2.030966874,1.023109129,1.047991071,0.62893028,1.065219321,1.320802123,1.06345386,0.696980906,0.999125241,0.75,0.891228813,0.698163156,0.758680556,3.102279056,1.403962054,0.814860427,0.578478491,1.048449248,0.672704082,0.98778699,0.77944928,0.977083333,0.787964343,0.72202024,0.935185185,0.842261905,0.689650021,1.029166667,0.869285714,0.642701447,0.754097093,0.916666667,1.326516366,0.857142857,0.396103896,0.752692984,0.65861569,0.909090909,0.9,0.75,0.910589607,1.436999729,0.414747966,0.026785714,2.22257175,0.826691729,0.71809712,0.939849624,0.833333333,0.696428571,0.833333333,1.207482994,0.910983456,0.833261633,0.790409483,0.908626853,0.673259235,1.206813479,0.721318756,0.959124081,0.754699374,1.830924037,1.13655108,0.848307823,0.8,1.26894682,0.580867347,0.845238095,0.923076923,0.806027327,1.25360235,0.831496288,1.078342206,0.815625,0.916454018,0.969387755,0.551071429,0.829694429,0.558933988,1.625955438,0.658418368,1.55232849,1.072757131,0.965196078,0.875,0.392857143,0.875,0.505364975,0.637797619,0.408700322
T1123,0.714980225,1.136604115,1.079329585,0.645006748,0.749573511,0.843186813,0.568198789,0.599603174,0.655910219,0.770981035,1.000604547,0.635971401,1.016386669,0.534396853,0.357988166,1.026209159,0.846267212,0.375,0.153846154,0.592006033,0.797230606,0.758944544,1.06521841,0.698348126,0.749638636,0.157342657,0.8352629,0.701404061,0.879594094,0.800291743,2.144041449,0.384982312,0.879450549,1.423800648,1.857123755,0.716606157,0.746050824,0.534827015,0.928212821,0.902464428,0.8690516,0.735999328,0.863998614,0.75,0.768402868,0.632034643,0.778044872,1.872706485,1.015745192,0.627512526,0.525638547,0.902976629,0.587637362,0.879206731,0.621949742,0.758333333,0.726957032,0.663444107,0.824074074,0.647435897,0.669168245,0.92530089,0.878846154,0.607200898,0.785110722,0.916666667,1.050633401,0.857142857,0.202797203,0.712396249,0.570245726,0.909090909,0.9,0.75,0.634567741,0.997278837,0.371179957,0.086538462,1.857008996,0.790948525,0.519686835,0.671727396,0.833333333,0.716346154,0.833333333,0.843315019,0.670411482,0.703694506,0.810842175,0.855262414,0.541629995,1.057286432,0.579156954,0.696928484,0.696130121,1.607600733,0.820064399,0.791080586,0.8,0.897413438,0.487637363,0.696581196,0.923076923,0.721466951,0.876556776,0.738895872,0.846623666,0.693990385,0.860973941,0.78021978,0.609230769,0.782129139,0.469744108,1.219687616,0.693131868,1.409943715,0.895455994,0.928959276,0.875,0.432692308,0.875,0.478871457,0.606730769,0.364950838
T1124,0.706150744,1.263033861,1.426956811,0.756123977,0.735017921,0.816771429,0.617847375,0.702962963,0.68855978,0.97234831,1.102604867,0.649102564,1.021267557,0.533106061,0.373846154,1.182570473,0.974459846,0.3675,0.166153846,0.587818627,0.877686815,0.776563308,1.148449256,0.689369658,0.769741043,0.289090909,1.387575286,0.716259897,0.919807812,0.986067122,2.329489053,0.408620352,0.93164898,1.654562426,1.774960533,0.764470666,0.804107143,0.547799043,1.434565393,1.009881673,0.967534161,0.716716691,0.937304805,0.735,0.77839887,0.627409241,0.761018519,2.137446689,1.103010417,0.638114943,0.545746022,0.950089314,0.581738095,0.876053571,0.720990896,0.800277778,0.798499198,0.947879887,0.821481482,0.658333333,0.65055075,0.909804989,0.8621,0.63880617,0.907402597,0.898333334,1.082056179,0.84,0.223636364,0.702996318,0.569964387,0.890909091,0.882,0.735,0.658436937,1.040319721,0.406760712,0.09,1.955574713,0.912526316,0.531304348,0.692982456,0.816666666,0.70375,0.816666666,0.871047619,0.754289216,0.755569543,0.792492816,0.976393939,0.646270023,1.154510789,0.624550264,0.733584657,0.68927466,1.611349207,0.861216463,0.782306349,0.784,0.93729635,0.561714286,0.700555555,0.904615385,0.761338271,0.914666666,0.793955874,0.914498965,0.69425,0.773233794,0.79,0.586233333,0.840566801,0.511509943,1.235487783,0.673785714,1.341323739,0.898359293,0.902124183,0.8575,0.4275,0.8575,0.474305556,0.593194444,0.357142857
T1125,0.681250257,1.064388801,1.003373371,0.610445344,0.719525434,0.828791209,0.547647225,0.566910867,0.627010974,0.70303084,0.962346951,0.612919132,0.995017811,0.511013986,0.331360947,0.963559852,0.790079031,0.375,0.118343195,0.569570136,0.71115507,0.738521169,1.031997202,0.671474359,0.718183433,0.111888112,0.724860712,0.703196393,0.860036129,0.753685951,2.025682439,0.381567063,0.863139717,1.364366041,1.686466084,0.6880594,0.721840659,0.516378358,0.803977225,0.868479086,0.816483516,0.717162848,0.83591043,0.75,0.735632334,0.599344394,0.768696581,1.817145817,0.978485577,0.60542293,0.518143551,0.877447552,0.560164835,0.875618132,0.590329401,0.741987179,0.706723052,0.598741727,0.817663818,0.634615385,0.625256861,0.887598116,0.874230769,0.561136047,0.752788878,0.916666667,1.016671606,0.857142857,0.167832168,0.703810208,0.556459566,0.909090909,0.9,0.75,0.620114345,0.935568705,0.354136429,0.057692308,1.811526929,0.751185656,0.499543935,0.659919029,0.833333333,0.706730769,0.833333333,0.807326008,0.634007353,0.681014789,0.800978117,0.819820584,0.509153318,1.020034562,0.554243864,0.672355184,0.692676908,1.608974359,0.792667509,0.779487179,0.8,0.869286918,0.460989011,0.685897436,0.923076923,0.705185505,0.851348651,0.711988361,0.818107979,0.683653846,0.723751901,0.774725275,0.581153846,0.759031454,0.442016022,1.135654607,0.676373627,1.268611094,0.874029698,0.898491704,0.875,0.413461538,0.875,0.453863023,0.581410256,0.325332562
T1127,0.50788709,1.236190139,0.799409376,0.386666667,0.626174144,0.741333333,0.551670155,0.39021164,0.568971763,0.618327573,0.888519701,0.619444445,1.00691019,0.360984848,0.256410256,0.873694351,0.886217005,0.25,0.102564103,0.513888889,0.623457052,0.66729809,0.984685942,0.481837607,0.660562808,0.090909091,0.640560871,0.760617456,0.855121992,0.687413939,1.950464886,0.358343911,0.809090909,1.397091434,1.363310486,0.6702928,0.729598694,0.48729779,0.722130382,0.886591032,0.821126639,0.571660912,0.835300818,0.5,0.680673446,0.434550888,0.695,1.701075899,1.021568452,0.616411239,0.498141666,0.630382775,0.480654762,0.845089286,0.564447654,0.720751634,0.495585875,0.416143727,0.586419753,0.5,0.389026207,0.682993197,0.819473684,0.361111111,0.656565656,0.611111111,1.045239026,0.778801843,0.212121212,0.637291136,0.549249681,0.606060606,0.6,0.5,0.637525025,0.955071677,0.336352201,0,1.865813715,0.492982456,0.431488801,0.664578112,0.555555555,0.637083333,0.555555555,0.894907408,0.548590686,0.663329716,0.520833333,0.761822773,0.400076278,0.995958786,0.584848778,0.724003794,0.688436917,1.483726151,0.830125954,0.547777778,0.533333333,0.941703163,0.420714286,0.518518518,0.843822844,0.591109586,0.857647907,0.694557139,0.8236031,0.510416667,0.613934593,0.571428571,0.35,0.631305829,0.400539265,1.228464419,0.428571429,1.068874313,0.896891988,0.593464052,0.583333333,0.25,0.583333333,0.3125,0.4,0.238095238
T1129,0.773333765,1.659023903,1.430655391,0.581818182,0.729472141,0.8,0.621894772,0.598268398,0.664003888,0.751256808,1.131194532,0.798951049,1.168562976,0.56714876,0.398601398,1.009881423,1.036535456,0.375,0.167832168,0.620766488,0.852520968,0.746652572,1.083614548,0.737325175,0.736677957,0.148760331,0.719460965,0.812381562,1.030608021,0.760383928,2.364622226,0.448541185,0.872727273,2.040221934,1.804441865,0.960176991,0.984577922,0.592866464,0.915529138,1.219649893,0.995285149,0.679489889,0.962633088,0.75,0.839691834,0.662277714,0.75,2.76563079,1.325284091,0.777429467,0.562787428,0.997607655,0.63474026,0.964529221,0.725657309,0.928787879,0.76068875,0.649662149,0.912457913,0.803030303,0.629017622,0.999505257,0.865,0.582799829,0.727272727,0.916666667,1.267670845,0.857142857,0.347107438,0.738066733,0.640734266,0.909090909,0.9,0.75,0.860135135,1.32038332,0.394511149,0,2.149720595,0.775666439,0.680919871,0.883572568,0.833333333,0.6875,0.833333333,1.154978355,0.856500669,0.799832289,0.78125,0.869805493,0.628666528,1.151764168,0.678844724,0.912292436,0.738468009,1.772005772,1.079288459,0.831731601,0.8,1.204972351,0.538311688,0.815656566,0.923076923,0.78146295,1.173947265,0.797326126,1.025136458,0.792045455,0.801188874,0.928571429,0.525,0.803613054,0.51732696,1.542244273,0.642857143,1.392507512,1.041161407,0.923707665,0.875,0.375,0.875,0.477272727,0.609090909,0.37012987
T1132,0.956280021,1.096792876,0.999244801,0.753414555,1.125476031,1.023313492,0.527351275,0.648684597,0.871211492,0.916569327,1.145728782,0.671474359,1.015483764,0.788110269,0.63568376,1.132903328,0.833534959,0.354166667,0.594017094,0.844663444,1.550619821,0.920973299,1.10831285,0.942871557,1.017548275,0.378787879,0.632734528,0.695843743,0.85853303,0.726445642,2.613477912,0.356508661,0.810844671,1.334617631,3.989808984,0.726851852,0.749131944,0.746821283,0.899818087,0.873871706,0.978293938,1.02484793,0.789207176,0.708333333,1.097343848,0.940403275,0.899434157,2.299254731,0.919249132,0.655821626,0.489587291,0.957069599,0.831845238,0.829728836,0.63121377,0.703337191,0.664807012,0.585416053,0.778806585,0.613040123,1.288369723,1.118757873,0.916944444,1.013132809,0.765970719,0.865740741,1.097504545,0.809523809,0.39520202,0.758593529,0.59275087,0.858585858,0.85,0.708333333,0.586567818,1.406851237,0.409591195,0.625,1.694781082,0.887374687,0.495425267,0.634096816,0.787037037,0.857638889,0.787037037,0.771693122,0.608173339,0.650256978,0.937360313,0.816933008,0.485353632,1.050411097,0.631846094,0.643849418,0.692248194,1.591765873,0.797697737,0.832472443,0.755555556,0.823987114,0.586441799,0.65946502,0.871794872,0.670451482,0.927717653,0.749891191,0.792907465,0.657407407,1.999399731,0.735449736,1.057592593,0.779119496,0.686479516,1.511253294,0.939335318,2.968753464,0.895709633,1.254039579,0.826388889,0.770833333,0.826388889,0.771173449,0.86402392,0.743838764
T1133,0.896495003,1.594025816,1.358152719,0.686137566,0.936081243,0.91537415,0.618389151,0.654283195,0.788971106,0.87792133,1.207831525,0.79441392,1.16910192,0.690710678,0.536172161,1.121267794,1.041388079,0.375,0.380952381,0.746644491,1.245005386,0.850375292,1.143142821,0.8624593,0.892407609,0.281385281,0.769777914,0.767805297,1.010331154,0.788922183,2.639238041,0.426463051,0.876268222,1.89750128,2.867460926,0.929946206,0.955410289,0.693979266,1.01379621,1.155983367,1.062328699,0.850744666,0.941508473,0.75,1.005170837,0.824340784,0.835537919,2.776239139,1.247247024,0.771373837,0.551750752,1.026498063,0.753004535,0.937436224,0.731388389,0.879960317,0.752350379,0.681113081,0.886243386,0.757936508,0.944935619,1.110355253,0.910714286,0.797052154,0.77762317,0.916666667,1.277003938,0.857142857,0.406926407,0.770680773,0.652192715,0.909090909,0.9,0.75,0.798879236,1.48408553,0.42228212,0.285714286,2.087831085,0.864733262,0.638904574,0.818295739,0.833333333,0.782738095,0.833333333,1.08877551,0.812727591,0.776267128,0.870193623,0.896518577,0.607224583,1.171843813,0.703457477,0.864529772,0.747020826,1.749055178,1.039918327,0.861844293,0.8,1.129190129,0.593197279,0.781746032,0.923076923,0.766155268,1.14703154,0.82033367,0.988336784,0.765178571,1.395252765,0.880952381,0.77468254,0.829065184,0.626051246,1.681626708,0.789795919,2.190363231,1.036892597,1.096202926,0.875,0.56547619,0.875,0.629420774,0.743386243,0.56122449
T1134,0.619478202,0.826162093,0.753758583,0.548554386,0.683229233,0.754968254,0.503634076,0.493587301,0.59424125,0.638979273,0.80424076,0.513589744,0.905534222,0.464636364,0.324615385,0.894301058,0.733929006,0.315,0.172307692,0.513447712,0.697130435,0.67954064,0.979362123,0.611970513,0.712551714,0.138181818,0.69374829,0.652289441,0.767478891,0.648327836,1.870759426,0.393266396,0.808172718,1.07835565,1.739122703,0.54143778,0.566964286,0.50208173,0.73301091,0.718686637,0.751193577,0.659598393,0.758599809,0.63,0.65619435,0.550336277,0.674722222,1.42465824,0.820133619,0.509512133,0.475699622,0.771856734,0.501904762,0.796766567,0.486302521,0.586555555,0.587490637,0.527630549,0.66962963,0.504444444,0.622839171,0.770802721,0.8544,0.526402861,0.67665486,0.77,0.909175101,0.72,0.156363636,0.603392807,0.478048433,0.763636364,0.756,0.63,0.515877132,0.829473676,0.322015837,0.15,1.630712205,0.673482707,0.397364954,0.557005685,0.7,0.6275,0.7,0.625714286,0.516248284,0.573536336,0.702715517,0.716003061,0.415041953,0.937546919,0.511340629,0.580371729,0.631682385,1.312063492,0.622804701,0.662106349,0.672,0.729539647,0.398190476,0.555185185,0.775384615,0.58286298,0.66664935,0.657713691,0.679324016,0.558666667,0.794611692,0.616190476,0.5694,0.689943497,0.401722278,0.951599786,0.616642857,1.248395424,0.793956282,0.843088889,0.735,0.415,0.735,0.431403509,0.529083333,0.335112782
T1135,0.980511574,1.228735519,1.240059062,0.82202729,1.128136201,1.051857143,0.581681929,0.719691358,0.901860343,1.039184908,1.23542173,0.712713675,1.07696542,0.792133838,0.607051282,1.244259967,0.942261592,0.375,0.543589743,0.854289216,1.559745788,0.958957795,1.200588468,0.963069801,1.045291081,0.412121212,0.878096876,0.744723858,0.934528317,0.844623914,2.822938565,0.448018591,0.886190476,1.57013159,4.001546738,0.792630831,0.814211309,0.744816587,1.142603641,0.994423653,1.074371981,1.027722586,0.878153153,0.75,1.102625235,0.943824518,0.922376544,2.524360073,1.04109375,0.695874841,0.533920198,1.041419458,0.849285714,0.890491071,0.709094888,0.78125,0.744930444,0.727016223,0.835185185,0.666666667,1.277716249,1.158223734,0.953,1.05774089,0.850126262,0.916666667,1.175708754,0.857142857,0.390909091,0.796450486,0.631641738,0.909090909,0.9,0.75,0.675844594,1.460514931,0.456862399,0.55,1.860457272,0.974035088,0.538142293,0.699122807,0.833333333,0.870833333,0.833333333,0.847380953,0.693051471,0.722384397,0.962045019,0.915453525,0.568573608,1.153860479,0.680234888,0.712759917,0.732777662,1.702513228,0.867347942,0.870362434,0.8,0.913333333,0.635238095,0.711111111,0.923076923,0.737934704,0.996378066,0.817233539,0.880873016,0.705625,2.045234467,0.8,1.041888889,0.847822012,0.697407595,1.584513406,0.946547619,2.993290206,0.956661603,1.290691721,0.875,0.741666667,0.875,0.761318226,0.87412037,0.730513785
