,,T1001,T1003,T1005,T1007,T1008,T1010,T1011,T1012,T1014,T1016,T1018,T1021,T1025,T1027,T1029,T1030,T1033,T1036,T1037,T1039,T1040,T1041,T1046,T1047,T1048,T1049,T1052,T1053,T1055,T1056,T1057,T1059,T1068,T1069,T1070,T1071,T1072,T1074,T1078,T1080,T1082,T1083,T1087,T1090,T1091,T1092,T1095,T1098,T1102,T1104,T1105,T1106,T1110,T1111,T1112,T1113,T1114,T1115,T1119,T1120,T1123,T1124,T1125,T1127,T1129,T1132,T1133,T1134,T1135,T1136,T1137,T1140,T1176,T1185,T1187,T1189,T1190,T1195,T1197,T1199,T1200,T1201,T1202,T1203,T1204,T1205,T1207,T1210,T1213,T1216,T1217,T1218,T1219,T1220,T1221,T1222,T1480,T1482,T1484,T1485,T1486,T1491,T1497,T1505,T1518,T1528,T1530,T1534,T1539,T1542,T1543,T1546,T1547,T1548,T1550,T1552,T1553,T1554,T1555,T1556,T1557,T1558,T1559,T1560,T1562,T1563,T1564,T1565,T1566,T1567,T1568,T1569,T1570,T1571,T1572,T1573,T1574,T1583,T1584,T1585,T1586,T1587,T1588,T1589,T1590,T1591,T1592,T1594,T1595,T1598,T1601,T1606
T1104,1,0.477660615,0.564208453,0.412623887,0.632141338,0.454663976,0.210369957,0,0.250566973,0.384926179,0.530808357,0.457157392,0.720614702,0.485636241,0.500352997,0.356762746,0.137259527,0.608414084,0.530226503,0.24698964,0.401618207,0.342897832,0.486911204,0.504286177,0.514359893,0.418248353,0.546410486,0.371463579,0.461099601,0.54730897,0.508975643,0.384669671,0.86580389,0,0.548450806,0.476598039,0.705552672,0.554727772,0.361332818,0.395166517,0.375,0.586902903,0.496613246,0.470395471,0.514207377,0.500142924,0.320272229,0.515829021,0.125352498,0.528211298,0.780632117,0.630462416,0.578129982,0.400791278,0,0.312465765,0.519425183,0.273621969,0,0.603503202,0.414853968,0.333333334,0.573877203,0,0,0.397937927,0.437126581,0.519027746,0.418426694,0.511432275,0.307222743,0,0.654469129,0,0.372795973,0.345491503,0.460033432,0.401112609,0.60461013,0.417839336,0.237740474,0,0.554727772,0,0.609435977,0.502753201,0,0,0.387931526,0,0,0.25,0.631663426,0.471888707,0.316987298,0.488842645,0.524719305,0,0.533493649,0.554727772,0.415595127,0.539160015,0,0.525758138,0.390428295,0.511784205,0,0,0,0,0.383890246,0.481880328,0.37792511,0.348851022,0.423911472,0.334935616,0.405739434,0.453533838,0.45319931,0.406699754,0.507450111,0.55,0.564823914,0.633184126,0.456374393,0.436805664,0,0.518643872,0.397648261,0.4745703,0.437084233,0.498309464,0.494631996,0.50386946,0.654701729,0.396516171,0.656879745,0.650875965,0.443099768,0,0.268082972,0,0.445082916,0.358519608,0.390773928,0,0,0,0,0,0.354983889,0,0
T1105,0,0.375751463,0.49180197,0.434343882,0.355849107,0.26276954,0.113188745,0,0.209632188,0.280914009,0.405376009,0.342083834,0.56805342,0.466940955,0.39657806,0.386545355,0.093078625,0.451435227,0.455107817,0.132891824,0.451616659,0.301027742,0.399259984,0.334355142,0.35188678,0.330568628,0.399233557,0.410169417,0.358327927,0.429573152,0.406243217,0.288182951,0.609590174,0,0.30499617,0.438729087,0.536473011,0.29846914,0.366032872,0.369898348,0.41140482,0.470263243,0.481314259,0.344705813,0.341456998,0.429014048,0.172321238,0.396550366,0.085004214,0.417960374,0.357681543,0.721699035,0.480538554,0.358220167,0,0.246844609,0.422711589,0.297092774,0,0.529679333,0.376854422,0.455899198,0.486425172,0,0,0.31740152,0.334694506,0.399701389,0.229491528,0.41290408,0.175725547,0,0.544028494,0,0.343166162,0.472527898,0.34860075,0.227112053,0.325308151,0.236211148,0.163395514,0,0.29846914,0,0.555259701,0.448105443,0,0,0.323349938,0,0,0.169530355,0.49586298,0.315124641,0.433542765,0.504388044,0.507813413,0,0.445328032,0.29846914,0.568408455,0.544045456,0,0.424313488,0.223880851,0.367628174,0,0,0,0,0.215694306,0.385435109,0.306531654,0.313002208,0.329415814,0.302951421,0.389632715,0.371488465,0.619839606,0.401418413,0.418528958,0.459106529,0.31798007,0.514740054,0.422576797,0.313533581,0,0.445870098,0.335218454,0.428767412,0.350995991,0.305612176,0.333276348,0.422288827,0.457783181,0.308660518,0.501246081,0.5078456,0.320850489,0,0.29046258,0,0.239475148,0.205641638,0.32945017,0,0,0,0,0,0.3187829,0,0
T1106,1,0.379986767,0.535748423,0.428499149,0.425574448,0.259665611,0.173104422,0,0.249700975,0.316250436,0.416654082,0.348989223,0.618858015,0.48369628,0.487684144,0.295487549,0.004880339,0.502762803,0.500468044,0.203237189,0.349915739,0.267066209,0.369427663,0.363641419,0.424094487,0.339305233,0.403941459,0.322062208,0.424893289,0.504546012,0.468129505,0.336092386,0.732051034,0,0.458481287,0.481098937,0.551892558,0.456461709,0.367788827,0.380051246,0.304652288,0.507786058,0.512839275,0.388226926,0.349659469,0.505546766,0.263538291,0.400596529,0.004456978,0.417731872,0.547017787,0.561781493,0.698963395,0.375845987,0,0.306368572,0.457183217,0.224358807,0,0.557587895,0.435138506,0.453333334,0.517568988,0,0,0.392071653,0.316989577,0.427018055,0.347467175,0.381192541,0.190101263,0,0.602981542,0,0.397050833,0.469868444,0.404653221,0.272556015,0.497507764,0.352087539,0.008452995,0,0.456461709,0,0.64460997,0.437418149,0,0,0.335331414,0,0,0.008888889,0.60654563,0.411425767,0.431102725,0.552007194,0.575214751,0,0.538020262,0.456461709,0.565209372,0.594369812,0,0.517039846,0.250910072,0.444847188,0,0,0,0,0.32251965,0.434849132,0.341384342,0.351432595,0.381998435,0.353189668,0.406574842,0.402057928,0.616351062,0.447386917,0.413840592,0.554666667,0.474982146,0.625486533,0.439273523,0.364429325,0,0.505979764,0.403635119,0.36666979,0.433118419,0.337381937,0.416325545,0.398963937,0.520762356,0.386401621,0.504453642,0.576597391,0.341921775,0,0.222038823,0,0.366239657,0.197995806,0.312108314,0,0,0,0,0,0.179796758,0,0
T1110,2,0.304589333,0.411730862,0.387029008,0.240730497,0.189381227,0.067318386,0,0.169177219,0.227979473,0.328099969,0.274990334,0.444670654,0.406844931,0.309469714,0.364984472,0.087846097,0.354470716,0.379456523,0.079036685,0.424420124,0.265967516,0.338087843,0.252714821,0.258252849,0.272414395,0.316343385,0.386981873,0.279557543,0.338803726,0.324772204,0.223858008,0.445837847,0,0.170365078,0.367537726,0.421473845,0.177512887,0.32201964,0.318740109,0.386831635,0.380775012,0.411819083,0.268132771,0.261073924,0.342625132,0.102487113,0.32333574,0.080225599,0.348108957,0.21272914,0.439714579,0.383372924,0.492936143,0,0.192615754,0.346475074,0.282577404,0,0.447129715,0.30897153,0.426666667,0.406388617,0,0,0.248874824,0.276678328,0.328591015,0.131634912,0.34702028,0.123795454,0,0.446186067,0,0.28609039,0.442229124,0.267188019,0.151381381,0.193475242,0.127796286,0.152153903,0,0.177512887,0,0.461347971,0.386543097,0,0,0.269594494,0,0,0.16,0.380628939,0.22989925,0.405743741,0.438106422,0.431104967,0,0.356955751,0.177512887,0.531961762,0.46699376,0,0.3355513,0.153111059,0.281041404,0,0,0,0,0.118100407,0.31197147,0.246769822,0.259153129,0.257373981,0.250887672,0.336760354,0.300448271,0.580095117,0.344577218,0.350238175,0.368,0.173438444,0.402413273,0.360704616,0.239908642,0,0.363761177,0.260550182,0.38645754,0.261334975,0.223142799,0.243526697,0.359459463,0.348738069,0.23173371,0.408206059,0.405744635,0.253768545,0,0.27426104,0,0.142426533,0.153414107,0.28201456,0,0,0,0,0,0.306918352,0,0
T1111,999,0.277564875,0.277048556,0.144636929,0.496887554,0.360955752,0.160281872,0,0.122996996,0.29141765,0.324258504,0.292332043,0.43487025,0.180104484,0.267834901,0.127322004,0.122008468,0.435247896,0.267219862,0.188182583,0.131952721,0.182200181,0.277161513,0.353882706,0.338688677,0.252574826,0.368697517,0.122904872,0.267682535,0.312913499,0.275077474,0.228082786,0.555258258,0,0.410196863,0.20794105,0.436561828,0.422649731,0.125059246,0.156886363,0.138071187,0.329205335,0.194252356,0.281351666,0.370634553,0.211322684,0.244016936,0.317323381,0.111424443,0.307846634,0.506497951,0.322457511,0.288855993,0.187403762,0,0.164555893,0.278998543,0.101249786,0,0.280851642,0.172765916,0,0.28295489,0,0,0.206734701,0.279741419,0.319921237,0.315425723,0.294717042,0.244187239,0,0.358363409,0,0.151657505,0,0.268338748,0.313867137,0.460655337,0.309529449,0.211324865,0,0.422649731,0,0.243181325,0.236376457,0,0,0.206135309,0,0,0.222222222,0.35619194,0.380822029,0,0.148148148,0.190901383,0,0.258663587,0.422649731,0,0.148889787,0,0.275333158,0.307577003,0.311464907,0,0,0,0,0.285406505,0.272031044,0.20193228,0.155295269,0.237679909,0.141134855,0.15472678,0.242699187,0,0.159280695,0.282273874,0.266666667,0.419438734,0.302180251,0.200069098,0.273365218,0,0.245252636,0.190606042,0.23205828,0.226104578,0.402445533,0.34222028,0.27676834,0.41180541,0.213714125,0.399228682,0.393736437,0.290193358,0,0.095673838,0,0.339110793,0.292260656,0.210528682,0,0,0,0,0,0.210399471,0,0
T1112,0,0.208985925,0.332207086,0.222464891,0.25640505,0.161960284,0.099749888,0,0.447684276,0.187247434,0.234071704,0.200667641,0.354043343,0.246474813,0.26708142,0.15254674,0.015575549,0.293007029,0.34554377,0.492019511,0.178443791,0.144648958,0.217885666,0.215673472,0.234467599,0.193753432,0.235164058,0.164538238,0.241990546,0.277634492,0.254136936,0.194458162,0.429287354,0,0.257220095,0.294132544,0.311401606,0.263032013,0.220832056,0.194316803,0.157840948,0.293250546,0.324436011,0.211906791,0.212410487,0.25739559,0.151861604,0.227143484,0.014224397,0.234862928,0.315214151,0.298147168,0.306963441,0.19847409,0,0.748377214,0.255622855,0.12240394,0,0.294841947,0.223682794,0.212765958,0.276059656,0,0,0.209466999,0.183561196,0.242984531,0.197155048,0.21369855,0.128688772,0,0.331235112,0,0.205283978,0.220526491,0.21943416,0.162892484,0.286684439,0.194862241,0.026977642,0,0.263032013,0,0.331282575,0.233116342,0,0,0.181694932,0,0,0.028368794,0.436799044,0.278063579,0.202332318,0.276385659,0.293802184,0,0.28480512,0.263032013,0.265273485,0.289721567,0,0.278463,0.151727585,0.348656475,0,0,0,0,0.179409164,0.352057556,0.32517115,0.490196937,0.236505159,0.18338464,0.309685415,0.213630688,0.289276155,0.235370159,0.227811092,0.293617021,0.263788502,0.325720352,0.23189,0.269404248,0,0.284216964,0.210247653,0.201183768,0.226267021,0.219842231,0.240366556,0.219935463,0.291062267,0.20507714,0.287134934,0.341166093,0.198975911,0,0.114628514,0,0.211042355,0.124786077,0.171375476,0,0,0,0,0,0.104859014,0,0
T1113,0,0.121939796,0.174073255,0.138201416,0.133792927,0.094592361,0.045485396,0,0.079206343,0.111501919,0.143974627,0.121519093,0.230875803,0.141775508,0.143465951,0.108322511,0.026380209,0.188760947,0.172906828,0.053403165,0.124763457,0.092301615,0.135182772,0.127958223,0.123645389,0.119556424,0.147611522,0.114810199,0.137676183,0.159630175,0.1380752,0.105245325,0.238591381,0,0.121417175,0.147496916,0.197916292,0.11994114,0.117671627,0.111996524,0.113482869,0.174316264,0.163027792,0.116038178,0.132336186,0.136835549,0.069248049,0.137459493,0.024091771,0.1459351,0.143735905,0.181537418,0.169913798,0.112425611,0,0.086863385,0.312865075,0.085063418,0,0.165977908,0.119897883,0.126126126,0.15459078,0,0,0.106570141,0.115854592,0.151247589,0.091717468,0.130529872,0.067827118,0,0.202267037,0,0.10877948,0.130726515,0.117155283,0.085380678,0.130726515,0.093603078,0.045691863,0,0.11994114,0,0.175136734,0.143881969,0,0,0.10353703,0,0,0.048048048,0.193693943,0.195704729,0.11994114,0.152637394,0.157911402,0,0.146809063,0.11994114,0.15725221,0.16366209,0,0.150771802,0.082767825,0.136985441,0,0,0,0,0.085618912,0.14394522,0.111425197,0.109039816,0.110002684,0.096693558,0.118443298,0.120729628,0.17148082,0.138129624,0.132702651,0.151351351,0.126151433,0.169090315,0.136466574,0.112713983,0,0.146721922,0.110564545,0.136226946,0.118333523,0.143249292,0.131945872,0.132343943,0.156225226,0.105076077,0.183924202,0.206539328,0.117673242,0,0.08139701,0,0.096234144,0.074187524,0.103346543,0,0,0,0,0,0.091003811,0,0
T1114,0,0.322441754,0.343977102,0.33378154,0.296153246,0.274732747,0.053427291,0,0.13820323,0.216008267,0.337666139,0.297140649,0.398240875,0.348923847,0.236382415,0.40367359,0.18979095,0.338377873,0.338095611,0.062727528,0.451758899,0.287029305,0.376995597,0.285644517,0.243606074,0.278716143,0.343251465,0.41574408,0.23511247,0.280651534,0.280397141,0.207929334,0.39506067,0,0.138507847,0.293930059,0.428294809,0.140883244,0.301405159,0.279491731,0.429464369,0.360132994,0.352921397,0.259449715,0.315059247,0.253450073,0.081338979,0.343725161,0.173326911,0.361810957,0.16883265,0.391288589,0.286783333,0.271640063,0,0.158854908,0.33085281,0.507653346,0,0.408424943,0.230370949,0.320987654,0.374677125,0,0,0.190821361,0.314659534,0.317667047,0.105923289,0.396578388,0.174727811,0,0.380954784,0,0.217862982,0.332695521,0.240205171,0.185797341,0.153551779,0.105219152,0.328727568,0,0.140883244,0,0.350191562,0.374789889,0,0,0.259310253,0,0,0.345679013,0.284818604,0.193245967,0.305247028,0.32434154,0.327640913,0,0.273033787,0.140883244,0.400202714,0.337567915,0,0.253702704,0.201838904,0.257282884,0,0,0,0,0.096774692,0.282701884,0.231051028,0.218112277,0.227316907,0.19119677,0.285009587,0.27380655,0.43641415,0.25798355,0.360780292,0.281481481,0.142336822,0.303120475,0.318638781,0.227260786,0,0.313880905,0.201123999,0.428266162,0.20341006,0.269274708,0.223060958,0.386343602,0.352161672,0.179465955,0.425261615,0.369308396,0.272045324,0,0.303333285,0,0.113036931,0.227017543,0.302719787,0,0,0,0,0,0.431870828,0,0
T1115,999,0.108133628,0.156054262,0.124073966,0.118882268,0.084600489,0.040070468,0,0.068283263,0.102600896,0.12932998,0.10977379,0.215116808,0.124574579,0.126690589,0.096639565,0.024401694,0.176442352,0.15031238,0.047045646,0.110781009,0.081409811,0.118190495,0.11616259,0.109959347,0.108975918,0.133578657,0.10231284,0.123795447,0.144637618,0.122800259,0.093488739,0.217715175,0,0.112137237,0.130233798,0.179160629,0.105662433,0.095731805,0.098016752,0.100837542,0.154738177,0.140040777,0.103185231,0.120962448,0.121325897,0.061004234,0.123036156,0.022284889,0.130480741,0.126624488,0.161842196,0.152473745,0.099277333,0,0.073301025,0.121596839,0.073849704,0,0.146314394,0.106629336,0.111111111,0.136278859,0,0,0.093883219,0.104529559,0.137384118,0.08307589,0.115639555,0.057507341,0,0.182850238,0,0.095829542,0.115163834,0.104689524,0.076654883,0.115163834,0.088412776,0.042264973,0,0.105662433,0,0.153663069,0.127886889,0,0,0.091591631,0,0,0.044444444,0.176286632,0.190409173,0.105662433,0.134106086,0.139112426,0,0.129331794,0.105662433,0.138531709,0.142936829,0,0.13474247,0.074671136,0.121120076,0,0,0,0,0.080203253,0.127709244,0.096614671,0.093046465,0.09795225,0.08518242,0.103429425,0.107315099,0.151066437,0.123666232,0.117399827,0.133333333,0.118488803,0.149907133,0.121423916,0.100981913,0,0.126667294,0.100294846,0.121322059,0.108874422,0.133218691,0.120068326,0.117464436,0.137158193,0.094848504,0.165684161,0.185420797,0.10681284,0,0.072618069,0,0.084777698,0.065854087,0.091873896,0,0,0,0,0,0.080948807,0,0
T1119,0,0.363521931,0.477495837,0.429938296,0.339215102,0.243456316,0.111824562,0,0.210372067,0.281231853,0.385455052,0.328499588,0.528198762,0.464891218,0.394581744,0.377888921,0.076609968,0.42022133,0.44484438,0.131290174,0.439324031,0.288511948,0.379444906,0.319329278,0.340787346,0.320371449,0.375165422,0.402562033,0.351330403,0.419104822,0.404116781,0.283013788,0.574808047,0,0.293185344,0.430004548,0.498835433,0.294871905,0.368176586,0.364909308,0.396951596,0.448186461,0.473673011,0.335024018,0.322085916,0.423712289,0.170244374,0.3814609,0.069964185,0.40198801,0.353370664,0.51047702,0.475018619,0.355250852,0,0.251914261,0.422873264,0.286907382,0,0.724428677,0.376275461,0.465116279,0.483083575,0,0,0.320882767,0.318389746,0.383585394,0.223145644,0.400482856,0.169701517,0,0.523818547,0,0.348243141,0.482081167,0.341652556,0.215452795,0.321387445,0.224005546,0.132692357,0,0.294871905,0,0.562078091,0.435546388,0,0,0.318423797,0,0,0.139534884,0.478966991,0.299237287,0.442307858,0.507495897,0.515737578,0,0.45115742,0.294871905,0.579900177,0.53567651,0,0.42247415,0.210272172,0.364653239,0,0,0,0,0.205584563,0.374887326,0.302849786,0.308143768,0.326142836,0.307344484,0.386500601,0.36106082,0.63237113,0.400812814,0.409431729,0.465116279,0.302584102,0.512438346,0.417873411,0.306426072,0,0.443315593,0.334824937,0.413826206,0.347243249,0.283301,0.326249803,0.412412869,0.447930304,0.307879513,0.472125916,0.485734049,0.311912245,0,0.283957857,0,0.236588926,0.188931963,0.323316142,0,0,0,0,0,0.293725886,0,0
T1120,999,0.275831426,0.413438954,0.370380206,0.241319538,0.153097308,0.094451817,0,0.183766769,0.223582053,0.302354837,0.250732136,0.455397452,0.400421688,0.34401368,0.288174418,0.013072336,0.356871725,0.384120719,0.110893308,0.339643871,0.221937033,0.28778351,0.238260967,0.275893542,0.251903063,0.28750765,0.312991291,0.301557198,0.360868623,0.335407838,0.235154779,0.489650933,0,0.251996032,0.377536862,0.393211926,0.249061448,0.310069769,0.308206912,0.297226088,0.375499502,0.416537656,0.268507573,0.234128186,0.376881458,0.143795694,0.291002934,0.011938333,0.31139606,0.298472007,0.429092191,0.419114244,0.294682393,0,0.214132197,0.334975772,0.221734481,0,0.429485236,0.446707612,0.428571429,0.392205654,0,0,0.275552717,0.234207196,0.316378217,0.190396722,0.291132812,0.109765458,0,0.449338184,0,0.304632161,0.444203361,0.278426309,0.154649392,0.271457609,0.194219583,0.02264195,0,0.249061448,0,0.491745085,0.353165339,0,0,0.253744399,0,0,0.023809524,0.430139709,0.277632422,0.407555097,0.458636827,0.45476162,0,0.387995381,0.249061448,0.534336591,0.493916104,0,0.369550272,0.144163266,0.300747249,0,0,0,0,0.177669862,0.318093551,0.250378633,0.270883455,0.26755086,0.268074397,0.330024085,0.29903025,0.582684827,0.360152289,0.309674724,0.4,0.261771882,0.446853789,0.350220023,0.247965194,0,0.377922342,0.29031048,0.316001382,0.301885373,0.214416572,0.268770438,0.308024156,0.346738304,0.265955126,0.369941032,0.416829574,0.23780723,0,0.216543502,0,0.199833146,0.117035478,0.243588975,0,0,0,0,0,0.183610782,0,0
T1123,0,0.144279172,0.208020745,0.179507474,0.12698856,0.098433307,0.036988124,0,0.087692919,0.11961408,0.16737875,0.139590475,0.259780241,0.18332078,0.154166635,0.159048266,0.0422337,0.208398555,0.197945124,0.04342675,0.181999001,0.123475266,0.164995848,0.13596959,0.128743759,0.139605003,0.165850571,0.168110855,0.149011713,0.177262932,0.15532413,0.113530359,0.250008333,0,0.099086055,0.177637033,0.224081865,0.097534553,0.149415844,0.144506203,0.166077672,0.199364331,0.196533372,0.130948896,0.14289895,0.161413561,0.056311601,0.160590353,0.03857,0.173797665,0.116884143,0.218368515,0.191542731,0.138429609,0,0.09402341,0.160178758,0.126054065,0,0.201974204,0.142236556,0.281263415,0.185645507,0,0,0.115876502,0.137855896,0.17569828,0.074737994,0.161469248,0.071592607,0,0.234950248,0,0.128553154,0.186033886,0.12871208,0.080759243,0.106305078,0.076520833,0.073150915,0,0.097534553,0,0.20789409,0.183313963,0,0,0.124901099,0,0,0.076923077,0.208484595,0.188180183,0.170685468,0.19448295,0.191679448,0,0.164151892,0.097534553,0.223781991,0.211519589,0,0.166269522,0.081165821,0.142766629,0,0,0,0,0.069948406,0.161429602,0.12615594,0.126648782,0.12205343,0.113175185,0.150536888,0.142795847,0.244030398,0.165758007,0.159247149,0.169230769,0.103083917,0.190337514,0.16798197,0.121519621,0,0.16825455,0.122840525,0.183707137,0.126845399,0.144336022,0.131821624,0.16384884,0.168474141,0.111349998,0.21426979,0.227127713,0.130217342,0,0.119513969,0,0.078256337,0.08045057,0.12907939,0,0,0,0,0,0.141039242,0,0
T1124,0,0.185497159,0.252934603,0.215040354,0.190582374,0.136650356,0.06250993,0,0.114473914,0.152626008,0.207496333,0.176652077,0.306278335,0.228234574,0.206017861,0.182492236,0.043923048,0.244822507,0.246184911,0.073391207,0.213427057,0.146639904,0.206112775,0.176727496,0.180062332,0.172266777,0.207520788,0.193490937,0.191632152,0.225427954,0.207570446,0.153920029,0.318261337,0,0.161894381,0.220189757,0.275071571,0.164833395,0.188781654,0.179408607,0.194834656,0.249257512,0.249677367,0.173896266,0.181736869,0.210252994,0.095166605,0.203630036,0.040112799,0.213519204,0.197534201,0.268141208,0.246640376,0.17723675,0,0.131916726,0.214663111,0.143016717,0,0.261808739,0.185938009,0.213333333,0.371823305,0,0,0.161649658,0.171467038,0.21270219,0.123859924,0.204336837,0.096787666,0,0.283934403,0,0.170343546,0.221114562,0.175172261,0.120722024,0.179655582,0.122922568,0.076076952,0,0.164833395,0,0.274413049,0.222212672,0,0,0.161516738,0,0,0.08,0.262252484,0.211437796,0.202871871,0.245247129,0.249914732,0,0.225037321,0.164833395,0.265980881,0.259500493,0,0.219528843,0.117890816,0.198141156,0,0,0,0,0.113078862,0.206646426,0.164227805,0.163899643,0.166050658,0.15084811,0.189680851,0.184126066,0.290047558,0.203804703,0.210255093,0.232,0.16630693,0.256596325,0.210296067,0.163261278,0,0.229173978,0.166192206,0.212697105,0.173939059,0.177563892,0.180941053,0.209965354,0.233750715,0.155603634,0.258644666,0.27869225,0.16909929,0,0.13713052,0,0.132253209,0.107292167,0.163205752,0,0,0,0,0,0.149768133,0,0
T1125,999,0.091724773,0.154177384,0.140571766,0.057333179,0.042157578,0.018494062,0,0.06664682,0.081144892,0.109760565,0.089127203,0.189406651,0.136092693,0.111798633,0.113241227,0.0140779,0.14641523,0.14827349,0.021713375,0.13207365,0.082043925,0.108330847,0.081389549,0.077913316,0.094883755,0.106292457,0.121810069,0.107132509,0.126992778,0.107901782,0.076674754,0.168285178,0,0.051755648,0.13474899,0.149468385,0.048767277,0.114500783,0.10517864,0.117317405,0.140187383,0.151356839,0.082391022,0.084486486,0.119168766,0.0281558,0.103142505,0.012856667,0.115468202,0.058442071,0.155593307,0.142927565,0.099310711,0,0.067614179,0.108230447,0.089002543,0,0.142500029,0.108534838,0.153846154,0.127903264,0,0,0.082284142,0.08684903,0.120681075,0.038342719,0.100792933,0.035249151,0,0.171657958,0,0.097689173,0.159457617,0.085066073,0.036906615,0.053152539,0.040805896,0.024383638,0,0.048767277,0,0.156645482,0.129118544,0,0,0.084887242,0,0,0.025641026,0.155649512,0.149015283,0.14630183,0.155424766,0.148563039,0,0.119383194,0.048767277,0.191813135,0.167308398,0,0.121885882,0.036332362,0.094890162,0,0,0,0,0.037016886,0.114929519,0.090001304,0.095327933,0.082268973,0.085375308,0.111900467,0.097529634,0.209168912,0.133071938,0.103927494,0.123076923,0.05468714,0.136508712,0.123954559,0.078256944,0,0.121150227,0.089936002,0.12454501,0.090655074,0.089082238,0.085265156,0.10653844,0.100656283,0.078107788,0.142559993,0.163845892,0.082601015,0,0.085093091,0,0.039128168,0.033722383,0.084663657,0,0,0,0,0,0.082741425,0,0
